Location,Region,species abbreviation,species,genus,family,fish ID,run,lane,size (BL),size (TL),stage,Ucrit (cm/s),cohort date,measurement date,temperature ,publication,Total Lateral area (mm²),Propulsive Area (mm²,Museum collection event,Comment,,,note to Becky
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/29.5.h,5,,9,11.4,postflex,12.8,,29/05/2005,34,Leis et al 2007a,25.85,15.27,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/31.5.s,7,,10.5,13.3,postflex,14.7,,31/05/2005,27.5,Leis et al 2007a,36.93,22.22,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/26.5.2,,,13,,postflex,11.7,,26/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/26.5.4,,,14,,postflex,18.2,,26/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/26.5.6,,,12.5,,postflex,15.5,,26/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/26.5.8,,,14.5,,postflex,20,,26/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/26.5.10,,,14.5,,postflex,26.9,,26/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/26.5.12,,,15,,postflex,25.8,,26/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/27.5.1,,,27,,postflex,46.1,,27/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/27.5.2,,,24.5,,postflex,43.8,,27/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/27.5.3,,,21.5,,postflex,43.8,,27/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/27.5.4,,,24,,postflex,49,,27/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/27.5.5,,,27,,postflex,45.2,,27/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML04/27.5.6,,,23,,postflex,47.1,,27/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,LOST,1,1,n/a,,postflex,27.5,,26/05/2005,29,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/26.5.03,1,2,19,23.8,postflex,36.2,,26/05/2005,29,Leis et al 2007a,116.37,75.13,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/26.5.05,1,3,21.5,26.2,postflex,32.5,,26/05/2005,29,Leis et al 2007a,133.76,82.14,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/26.5.07,1,4,16,21,postflex,36.2,,26/05/2005,29,Leis et al 2007a,88.62,54.38,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/26.5.09,1,5,20,24.7,postflex,36.2,,26/05/2005,29,Leis et al 2007a,125.75,78.43,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/26.5.11,1,6,19,24,postflex,36.2,,26/05/2005,29,Leis et al 2007a,116.55,71.91,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/31.5.a,8,1,19,23.9,postflex,29.9,,31/05/2005,28,Leis et al 2007a,120.77,77.45,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/31.5.c,8,2,20,25.3,postflex,29.9,,31/05/2005,28,Leis et al 2007a,146.8,9.38,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/31.5.e,8,3,19.5,24.9,postflex,29.9,,31/05/2005,28,Leis et al 2007a,121.8,69.2,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/31.5.g,8,4,19.5,24,postflex,29.9,,31/05/2005,28,Leis et al 2007a,106,59,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/31.5.i,8,5,19,24.2,postflex,29.9,,31/05/2005,28,Leis et al 2007a,122.2,73.6,I.43865,,,,
TWN,Western Central Pacific,Epifus,fuscoguttatus,Epinephelus,Serranidae,JML05/31.5.k,8,6,20,24,postflex,29.9,,31/05/2005,28,Leis et al 2007a,116.97,74.85,I.43865,,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.7,,,3,,preflex,0.4,,7/05/2004,27,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.8,,,3,,preflex,2.3,,7/05/2004,27,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.9,,,4,,preflex,0.4,,7/05/2004,27,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.10,,,3.5,,preflex,0.4,,7/05/2004,27,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.11,,,3,,preflex,0.4,,7/05/2004,27,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.12,,,3,,preflex,0.4,,7/05/2004,27,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.13,,,20.5,,postflex,35.9,,7/05/2004,27.8,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.14,,,22.5,,postflex,35.9,,7/05/2004,27.8,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.15,,,21,,postflex,35.9,,7/05/2004,27.8,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.16,,,18,,postflex,35.9,,7/05/2004,27.8,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.17,,,21.5,,postflex,35.9,,7/05/2004,27.8,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/7.5.18,,,19.5,,postflex,35.9,,7/05/2004,27.8,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/9.5.2,,,24.5,,postflex,41,,9/05/2004,28,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/9.5 ,,,25,,postflex,63.9,,9/05/2004,28,Leis et al 2007a,,,I.43864,half of lanes closed specimen lost,,,
TWN,Western Central Pacific,Epimal,malabaricus,Epinephelus,Serranidae,JML04/9.5.3,,,25,,postflex,35.6,,9/05/2004,28,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/13.5.13,,,4.5,,flexion,1.6,,13/05/2004,28.6,"Leis et al 2007a, 2009",6.8,4,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/13.5.14,,,4.5,,flexion,1.6,,13/05/2004,28.6,"Leis et al 2007a, 2009",7,4.2,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/13.5.15,,,4.5,,postflex,2.7,,13/05/2004,28.6,"Leis et al 2007a, 2009",6.9,4.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/13.5.16,,,5,,postflex,5.6,,13/05/2004,28.6,"Leis et al 2007a, 2009",8.9,5.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/13.5.17,,,4.5,,postflex,2.7,,13/05/2004,28.6,"Leis et al 2007a, 2009",7.5,4.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/13.5.18,,,5,,postflex,4.7,,13/05/2004,28.6,"Leis et al 2007a, 2009",9.4,5.5,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.1,,,5.5,,postflex,3.7,,14/05/2004,28.2,"Leis et al 2007a, 2009",10.2,6.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.2,,,4.5,,postflex,9,,14/05/2004,28.2,"Leis et al 2007a, 2009",7.9,4.5,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.3,,,5,,postflex,3.2,,14/05/2004,28.2,"Leis et al 2007a, 2009",8.3,4.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.4,,,4,,flexion,3.7,,14/05/2004,28.2,"Leis et al 2007a, 2009",5.4,3.8,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.5,,,5,,postflex,8,,14/05/2004,28.2,"Leis et al 2007a, 2009",5.4,3.2,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.6,,,5,,postflex,3.2,,14/05/2004,28.2,"Leis et al 2007a, 2009",6.8,3.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.14,,,10.5,,postflex,17.2,,14/05/2004,28.2,"Leis et al 2007a, 2009",35,20.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.16,,,11,,postflex,20,,14/05/2004,28.2,"Leis et al 2007a, 2009",46.1,29.7,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.18,,,11,,postflex,14.5,,14/05/2004,28.2,"Leis et al 2007a, 2009",40.9,23.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.20,,,11,,postflex,18.2,,14/05/2004,28.2,"Leis et al 2007a, 2009",42.3,24.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.22,,,9,,postflex,15.5,,14/05/2004,28.2,"Leis et al 2007a, 2009",26.6,15.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.24,,,11.5,,postflex,19.5,,14/05/2004,28.2,"Leis et al 2007a, 2009",47.9,30.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.26,,,10,,postflex,16,,14/05/2004,27.8,"Leis et al 2007a, 2009",34.4,21.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.28,,,10.5,,postflex,18.8,,14/05/2004,27.8,"Leis et al 2007a, 2009",37.9,21.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.30,,,10,,postflex,11.2,,14/05/2004,27.8,"Leis et al 2007a, 2009",35,20.5,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.32,,,9,,postflex,18.8,,14/05/2004,27.8,"Leis et al 2007a, 2009",32.1,19.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.34,,,11,,postflex,18.8,,14/05/2004,27.8,"Leis et al 2007a, 2009",44.8,25.4,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.36,,,11.5,,postflex,1.8,,14/05/2004,27.8,"Leis et al 2007a, 2009",41.1,23.5,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.38,,,9,,postflex,17.5,,14/05/2004,28.7,"Leis et al 2007a, 2009",28.2,17.7,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.40,,,8.5,,postflex,17.7,,14/05/2004,28.7,"Leis et al 2007a, 2009",27.4,16.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.42,,,10,,postflex,9.5,,14/05/2004,28.7,"Leis et al 2007a, 2009",36.3,21.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.44,,,9.5,,postflex,9.5,,14/05/2004,28.7,"Leis et al 2007a, 2009",29.7,17.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.46,,,9.5,,postflex,19.3,,14/05/2004,28.7,"Leis et al 2007a, 2009",36.9,22.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/14.5.48,,,10,,postflex,18.2,,14/05/2004,28.7,"Leis et al 2007a, 2009",35.8,21.2,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/19.5.8,,,11,,postflex,23.7,,19/05/2004,28,"Leis et al 2007a, 2009",42.1,24.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/19.5.10,,,12,,postflex,31.1,,19/05/2004,28,"Leis et al 2007a, 2009",54.5,33.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/19.5.12,,,11.5,,postflex,23.2,,19/05/2004,28,"Leis et al 2007a, 2009",44.7,25.2,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/19.5.14,,,9,,postflex,12,,19/05/2004,28,"Leis et al 2007a, 2009",31.4,18.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/19.5.16,,,11,,postflex,17.7,,19/05/2004,28,"Leis et al 2007a, 2009",46.7,27.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/19.5.18,,,10.5,,postflex,23.2,,19/05/2004,28,"Leis et al 2007a, 2009",42.7,27.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/20.5.2,,,6,,postflex,6.1,,20/05/2004,28.2,"Leis et al 2007a, 2009",9.6,5.8,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/20.5.4,,,6.5,,postflex,11.5,,20/05/2004,28.2,"Leis et al 2007a, 2009",14.8,9.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/20.5.6,,,6,,postflex,15,,20/05/2004,28.2,"Leis et al 2007a, 2009",15.1,9.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/20.5.8,,,7.5,,postflex,15.5,,20/05/2004,28.2,"Leis et al 2007a, 2009",18,11.2,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/20.5.10,,,7.5,,postflex,8.2,,20/05/2004,28.2,"Leis et al 2007a, 2009",18.5,10.5,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/20.5.12,,,7,,postflex,5.8,,20/05/2004,28.2,"Leis et al 2007a, 2009",16.9,10.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/24.5.2,,,6.5,,postflex,6.1,,24/05/2004,28.2,"Leis et al 2007a, 2009",10.7,5.7,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/24.5.4,,,7,,postflex,1,,24/05/2004,28.2,"Leis et al 2007a, 2009",15,8.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/24.5.6,,,8,,postflex,8,,24/05/2004,28.2,"Leis et al 2007a, 2009",20,11.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/24.5.8,,,7,,postflex,11.5,,24/05/2004,28.2,"Leis et al 2007a, 2009",16.5,9.7,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/24.5.10,,,8,,postflex,16.5,,24/05/2004,28.2,"Leis et al 2007a, 2009",22.9,13.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/24.5.12,,,6,,postflex,11.5,,24/05/2004,28.2,"Leis et al 2007a, 2009",17,9.5,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.7,,,15,,postflex,18.8,,25/05/2004,26.8,"Leis et al 2007a, 2009",84.8,52,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.9,,,15.5,,postflex,11.7,,25/05/2004,26.8,"Leis et al 2007a, 2009",95.5,55.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.11,,,14,,postflex,15.5,,25/05/2004,26.8,"Leis et al 2007a, 2009",75,45,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.13,,,13.5,,postflex,11.7,,25/05/2004,26.8,"Leis et al 2007a, 2009",70.4,40.7,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.15,,,13,,postflex,30.6,,25/05/2004,26.8,"Leis et al 2007a, 2009",65.2,42.4,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.17,,,14.5,,postflex,30.1,,25/05/2004,26.8,"Leis et al 2007a, 2009",74.2,41.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.18,,,12,,postflex,9.5,,25/05/2004,27,"Leis et al 2007a, 2009",57.4,33.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.19,,,10.5,,postflex,12.3,,25/05/2004,27,"Leis et al 2007a, 2009",47.1,30,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.20,,,10.5,,postflex,12.3,,25/05/2004,27,"Leis et al 2007a, 2009",43.9,27.3,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.21,,,12,,postflex,12.3,,25/05/2004,27,"Leis et al 2007a, 2009",53.8,34.2,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.22,,,10.5,,postflex,12.3,,25/05/2004,27,"Leis et al 2007a, 2009",43.7,26.7,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/25.5.23,,,11.5,,postflex,12.3,,25/05/2004,27,"Leis et al 2007a, 2009",47.2,28,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/26.5.1,,,13,,postflex,20.5,,26/05/2004,27.8,"Leis et al 2007a, 2009",65.2,43,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/26.5.3,,,14,,postflex,20,,26/05/2004,27.8,"Leis et al 2007a, 2009",76.7,43.5,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/26.5.5,,,14.5,,postflex,25.1,,26/05/2004,27.8,"Leis et al 2007a, 2009",79.9,45.6,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/26.5.7,,,14,,postflex,18.8,,26/05/2004,27.8,"Leis et al 2007a, 2009",75.4,47.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/26.5.9,,,11,,postflex,12.8,,26/05/2004,27.8,"Leis et al 2007a, 2009",47.7,27.8,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/26.5.11,,,12.5,,postflex,9,,26/05/2004,27.8,"Leis et al 2007a, 2009",59.5,34.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/27.5.7,,,12.5,,postflex,19.5,,27/05/2004,28.2,"Leis et al 2007a, 2009",61.2,38.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/27.5.8,,,12,,postflex,20.5,,27/05/2004,28.2,"Leis et al 2007a, 2009",78.6,40.9,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/27.5.9,,,15,,postflex,30.6,,27/05/2004,28.2,"Leis et al 2007a, 2009",43.5,25.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/27.5.10,,,11,,postflex,25.1,,27/05/2004,28.2,"Leis et al 2007a, 2009",58.8,34.2,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/27.5.11,,,13,,postflex,18.2,,27/05/2004,28.2,"Leis et al 2007a, 2009",67.1,41.7,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/27.5.12,,,13.5,,postflex,25.1,,27/05/2004,28.2,"Leis et al 2007a, 2009",52.8,32.1,I.43864,,,,
TWN,Western Central Pacific,Leiog,equulus,Leiognathus,Leioganthidae,JML04/27.5.13,,,12,,postflex,9,,27/05/2004,28.2,"Leis et al 2007a, 2009",49.9,27.3,I.43864,,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/8.5.7,,,27,,postflex,>35.9,,8/05/2004,27.2,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/8.5.8,,,31,,postflex,>35.9,,8/05/2004,27.2,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/8.5.9,,,25.5,,postflex,>35.9,,8/05/2004,27.2,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/8.5.10,,,28.5,,postflex,>35.9,,8/05/2004,27.2,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/8.5.11,,,26.5,,postflex,>35.9,,8/05/2004,27.2,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/8.5.12,,,25,,postflex,>35.9,,8/05/2004,27.2,Leis et al 2007a,,,I.43864,outswam chamber,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/9.5.1,,,28.5,,postflex,41.6,,9/05/2004,28,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/9.5 LOST,,,n/a,,postflex,31.2,,9/05/2004,28,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/9.5 LOST,,,n/a,,postflex,30.7,,9/05/2004,28,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/28.5.14,,,9,,postflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/28.5.16,,,8,,postflex,5.8,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/28.5.18,,,7,,postflex,2.7,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Lutjmal,malabaricus,Lutjanus,Lutjanidae,JML04/28.5.20,,,7.5,,postflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
