species_id,species_note,taxa,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation
acabah,bahianus,Acanthurus bahianus,159578,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578,Acanthurus bahianus,"Castelnau, 1855",accepted,NA,220,Species,159578,Acanthurus bahianus,"Castelnau, 1855",125908,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12"
acachi,chirurgus,Acanthurus chirurgus,159580,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159580,Acanthurus chirurgus,"(Bloch, 1787)",accepted,NA,220,Species,159580,Acanthurus chirurgus,"(Bloch, 1787)",125908,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus chirurgus (Bloch, 1787). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159580 on 2021-11-12"
acacoe,coeruleus,Acanthurus coeruleus,159581,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159581,Acanthurus coeruleus,"Bloch & Schneider, 1801",accepted,NA,220,Species,159581,Acanthurus coeruleus,"Bloch & Schneider, 1801",125908,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus coeruleus Bloch & Schneider, 1801. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159581 on 2021-11-12"
acLIb,sp.,Acanthurus,125908,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125908,Acanthurus,"Forsskål, 1775",accepted,NA,180,Genus,125908,Acanthurus,"Forsskål, 1775",125515,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus Forsskål, 1775. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125908 on 2021-11-12"
acLIa,brevirostris,Naso brevirostris,219671,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219671,Naso brevirostris,"(Cuvier, 1829)",accepted,NA,220,Species,219671,Naso brevirostris,"(Cuvier, 1829)",205230,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Naso brevirostris (Cuvier, 1829). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219671 on 2021-11-12"
acHunkown,NA,Acanthuridae,125515,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125515,Acanthuridae,"Bonaparte, 1835",accepted,NA,140,Family,125515,Acanthuridae,"Bonaparte, 1835",1517548,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthuridae Bonaparte, 1835. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125515 on 2021-11-12"
anHsp2,NA,Antennariidae,125484,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484,Antennariidae,"Jarocki, 1822",accepted,NA,140,Family,125484,Antennariidae,"Jarocki, 1822",10316,Animalia,Chordata,Actinopteri,Lophiiformes,Antennariidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Antennariidae Jarocki, 1822. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484 on 2021-11-12"
anHsp1,NA,Antennariidae,125484,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484,Antennariidae,"Jarocki, 1822",accepted,NA,140,Family,125484,Antennariidae,"Jarocki, 1822",10316,Animalia,Chordata,Actinopteri,Lophiiformes,Antennariidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Antennariidae Jarocki, 1822. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484 on 2021-11-12"
apacya,cyanosoma,Apogon cyanosoma,209309,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209309,Apogon cyanosoma,"Bleeker, 1853",unaccepted,NA,220,Species,319876,Ostorhinchus cyanosoma,"(Bleeker, 1853)",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon cyanosoma Bleeker, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=209309 on 2021-11-12"
apatri,trimaculatus,Apogon trimaculatus,273109,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273109,Apogon trimaculatus,"Cuvier, 1828",unaccepted,NA,220,Species,712699,Pristicon trimaculatus,"(Cuvier, 1828)",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon trimaculatus Cuvier, 1828. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273109 on 2021-11-12"
apacom,compressus,Apogon compressus,272999,http://www.marinespecies.org/aphia.php?p=taxdetails&id=272999,Apogon compressus,"(Smith & Radcliffe, 1911)",unaccepted,NA,220,Species,712653,Ostorhinchus compressus,"(Smith & Radcliffe, 1911)",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon compressus (Smith & Radcliffe, 1911). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=272999 on 2021-11-12"
apLIe,hoeveni,Apogon hoeveni,401480,http://www.marinespecies.org/aphia.php?p=taxdetails&id=401480,Apogon hoeveni,"Bleeker, 1854",unaccepted,misspelling,220,Species,712662,Ostorhinchus hoevenii,"(Bleeker, 1854)",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon hoeveni Bleeker, 1854. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=401480 on 2021-11-12"
apamac,maculatus,Apogon maculatus,159589,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159589,Apogon maculatus,"(Poey, 1860)",accepted,NA,220,Species,159589,Apogon maculatus,"(Poey, 1860)",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon maculatus (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159589 on 2021-11-12"
apapla,planifrons,Apogon planifrons,273072,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273072,Apogon planifrons,"Longley & Hildebrand, 1940",accepted,NA,220,Species,273072,Apogon planifrons,"Longley & Hildebrand, 1940",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon planifrons Longley & Hildebrand, 1940. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273072 on 2021-11-12"
apaqua,quadrisquamatus,Apogon quadrisquamatus,273078,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273078,Apogon quadrisquamatus,"Longley, 1934",accepted,NA,220,Species,273078,Apogon quadrisquamatus,"Longley, 1934",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon quadrisquamatus Longley, 1934. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273078 on 2021-11-12"
apapun,puncticulatus,Astrapogon puncticulatus,279773,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279773,Astrapogon puncticulatus,"(Poey, 1867)",accepted,NA,220,Species,279773,Astrapogon puncticulatus,"(Poey, 1867)",268418,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Astrapogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Astrapogon puncticulatus (Poey, 1867). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=279773 on 2021-11-12"
apLIo,quinquelineatus,Cheilodipterus quinquelineatus,209371,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209371,Cheilodipterus quinquelineatus,"Cuvier, 1828",accepted,NA,220,Species,209371,Cheilodipterus quinquelineatus,"Cuvier, 1828",206449,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Cheilodipterus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Cheilodipterus quinquelineatus Cuvier, 1828. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=209371 on 2021-11-12"
apLIh,sp.,Fowleria,204550,http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550,Fowleria,"Jordan & Evermann, 1903",accepted,NA,180,Genus,204550,Fowleria,"Jordan & Evermann, 1903",267079,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Fowleria,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Fowleria Jordan & Evermann, 1903. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204550 on 2021-11-12"
apLIf,octospina,Neamia,204285,http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285,Neamia,"Smith & Radcliffe, 1912",accepted,NA,180,Genus,204285,Neamia,"Smith & Radcliffe, 1912",267079,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Neamia,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Neamia Smith & Radcliffe, 1912. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204285 on 2021-11-12"
apLI12,cf doederlini type,Ostorhinchus,297317,http://www.marinespecies.org/aphia.php?p=taxdetails&id=297317,Ostorhinchus,"Lacepède, 1802",accepted,NA,180,Genus,297317,Ostorhinchus,"Lacepède, 1802",267079,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Ostorhinchus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Ostorhinchus Lacepède, 1802. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=297317 on 2021-11-12"
apppig,pigmentaria,Phaeoptyx pigmentaria,282227,http://www.marinespecies.org/aphia.php?p=taxdetails&id=282227,Phaeoptyx pigmentaria,"(Poey, 1860)",accepted,NA,220,Species,282227,Phaeoptyx pigmentaria,"(Poey, 1860)",270358,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Phaeoptyx,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Phaeoptyx pigmentaria (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=282227 on 2021-11-12"
apLIm,"exostigma, kalloperus or frenatus",Pristiapogon,205816,http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816,Pristiapogon,"Klunzinger, 1870",accepted,NA,180,Genus,205816,Pristiapogon,"Klunzinger, 1870",267079,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Pristiapogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pristiapogon Klunzinger, 1870. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=205816 on 2021-11-12"
apLIt,sp.,Rhabdamia,206383,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206383,Rhabdamia,"Weber, 1909",accepted,NA,180,Genus,206383,Rhabdamia,"Weber, 1909",267079,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Rhabdamia,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Rhabdamia Weber, 1909. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=206383 on 2021-11-12"
apsnem,nematoptera,Sphaeramia nematoptera,278349,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278349,Sphaeramia nematoptera,"(Bleeker, 1856)",accepted,NA,220,Species,278349,Sphaeramia nematoptera,"(Bleeker, 1856)",205635,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Sphaeramia,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Sphaeramia nematoptera (Bleeker, 1856). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=278349 on 2021-11-12"
apLI11,sp. A,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
apLI16,sp. B,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
apLI18,sp. C,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
apLI9,sp. D,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
apLIb,sp. E,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
apLIk,sp. F,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
apLIu,sp. G,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
apHuknown,NA,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
baLIa,sp.,Balistidae,125607,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125607,Balistidae,"Rafinesque, 1810",accepted,NA,140,Family,125607,Balistidae,"Rafinesque, 1810",10332,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Balistidae Rafinesque, 1810. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125607 on 2021-11-12"
baHsp1,NA,Balistidae,125607,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125607,Balistidae,"Rafinesque, 1810",accepted,NA,140,Family,125607,Balistidae,"Rafinesque, 1810",10332,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Balistidae Rafinesque, 1810. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125607 on 2021-11-12"
blesti,stictus,Ecsenius stictus,277685,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277685,Ecsenius stictus,"Springer, 1988",accepted,NA,220,Species,277685,Ecsenius stictus,"Springer, 1988",204781,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Ecsenius,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Ecsenius stictus Springer, 1988. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277685 on 2021-11-12"
blmatr,atrodorsalis,Meiacanthus atrodorsalis,279304,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279304,Meiacanthus atrodorsalis,"(Günther, 1877)",accepted,NA,220,Species,279304,Meiacanthus atrodorsalis,"(Günther, 1877)",206901,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Meiacanthus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Meiacanthus atrodorsalis (Günther, 1877). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=279304 on 2021-11-12"
blpfal,fallax,Petroscirtes fallax,279037,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279037,Petroscirtes fallax,"Smith-Vaniz, 1976",accepted,NA,220,Species,279037,Petroscirtes fallax,"Smith-Vaniz, 1976",206616,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Petroscirtes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Petroscirtes fallax Smith-Vaniz, 1976. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=279037 on 2021-11-12"
blplup,lupus,Petroscirtes lupus,279038,http://www.marinespecies.org/aphia.php?p=taxdetails&id=279038,Petroscirtes lupus,"(De Vis, 1885)",accepted,NA,220,Species,279038,Petroscirtes lupus,"(De Vis, 1885)",206616,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Petroscirtes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Petroscirtes lupus (De Vis, 1885). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=279038 on 2021-11-12"
blLId,mitratus,Petroscirtes mitratus,219329,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219329,Petroscirtes mitratus,"Rüppell, 1830",accepted,NA,220,Species,219329,Petroscirtes mitratus,"Rüppell, 1830",206616,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Petroscirtes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Petroscirtes mitratus Rüppell, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219329 on 2021-11-12"
bloatl,atlanticus,Ophioblennius atlanticus,126769,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126769,Ophioblennius atlanticus,"(Valenciennes, 1836)",accepted,NA,220,Species,126769,Ophioblennius atlanticus,"(Valenciennes, 1836)",125919,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Ophioblennius,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Ophioblennius atlanticus (Valenciennes, 1836). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=126769 on 2021-11-12"
caLIa,speciosus,Gnathanodon,203993,http://www.marinespecies.org/aphia.php?p=taxdetails&id=203993,Gnathanodon,"Bleeker, 1850",accepted,NA,180,Genus,203993,Gnathanodon,"Bleeker, 1850",125523,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Gnathanodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Gnathanodon Bleeker, 1850. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=203993 on 2021-11-12"
caHunknown,NA,Carangidae,125523,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523,Carangidae,"Rafinesque, 1815",accepted,NA,140,Family,125523,Carangidae,"Rafinesque, 1815",1517532,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Carangidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523 on 2021-11-12"
caHsp2,NA,Carangidae,125523,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523,Carangidae,"Rafinesque, 1815",accepted,NA,140,Family,125523,Carangidae,"Rafinesque, 1815",1517532,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Carangidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523 on 2021-11-12"
caHsp1,NA,Carangidae,125523,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523,Carangidae,"Rafinesque, 1815",accepted,NA,140,Family,125523,Carangidae,"Rafinesque, 1815",1517532,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Carangidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523 on 2021-11-12"
caHCaranx,NA,Carangidae,125523,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523,Carangidae,"Rafinesque, 1815",accepted,NA,140,Family,125523,Carangidae,"Rafinesque, 1815",1517532,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Carangidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523 on 2021-11-12"
cnHsp1,NA,Chaenopsidae,151415,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151415,Chaenopsidae,"Gill, 1865",accepted,NA,140,Family,151415,Chaenopsidae,"Gill, 1865",1517542,Animalia,Chordata,Actinopteri,Blenniiformes,Chaenopsidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaenopsidae Gill, 1865. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151415 on 2021-11-12"
chcaure,aureofasciatus,Chaetodon aureofasciatus,273326,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273326,Chaetodon aureofasciatus,"MacLeay, 1878",accepted,NA,220,Species,273326,Chaetodon aureofasciatus,"MacLeay, 1878",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon aureofasciatus MacLeay, 1878. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273326 on 2021-11-12"
chcauri,auriga,Chaetodon auriga,218730,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218730,Chaetodon auriga,"Forsskål, 1775",accepted,NA,220,Species,218730,Chaetodon auriga,"Forsskål, 1775",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon auriga Forsskål, 1775. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218730 on 2021-11-12"
chccap,capistratus,Chaetodon capistratus,159661,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159661,Chaetodon capistratus,"Linnaeus, 1758",accepted,NA,220,Species,159661,Chaetodon capistratus,"Linnaeus, 1758",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon capistratus Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159661 on 2021-11-12"
chceph,ephippium,Chaetodon ephippium,273335,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273335,Chaetodon ephippium,"Cuvier, 1831",accepted,NA,220,Species,273335,Chaetodon ephippium,"Cuvier, 1831",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon ephippium Cuvier, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273335 on 2021-11-12"
chcmel,melanotus,Chaetodon melanotus,402122,http://www.marinespecies.org/aphia.php?p=taxdetails&id=402122,Chaetodon melanotus,"Bloch & Schneider, 1801",unaccepted,misspelling,220,Species,218743,Chaetodon melannotus,"Bloch & Schneider, 1801",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon melanotus Bloch & Schneider, 1801. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=402122 on 2021-11-12"
chcple,plebeius,Chaetodon plebeius,273354,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273354,Chaetodon plebeius,"Cuvier, 1831",accepted,NA,220,Species,273354,Chaetodon plebeius,"Cuvier, 1831",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon plebeius Cuvier, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273354 on 2021-11-12"
chcrai,rainfordi,Chaetodon rainfordi,273358,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273358,Chaetodon rainfordi,"McCulloch, 1923",accepted,NA,220,Species,273358,Chaetodon rainfordi,"McCulloch, 1923",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon rainfordi McCulloch, 1923. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273358 on 2021-11-12"
