species_id,species_note,taxa,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation
Epinephelus SpA,SpA,Epinephelus,126068,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126068,Epinephelus,"Bloch, 1793",accepted,NA,180,Genus,126068,Epinephelus,"Bloch, 1793",151758,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Epinephelus Bloch, 1793. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=126068 on 2021-11-12"
Sphoeroides SpA,SpA,Sphoeroides,126241,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126241,Sphoeroides,"Anonymous [Lacepède], 1798",accepted,NA,180,Genus,126241,Sphoeroides,"Anonymous [Lacepède], 1798",125612,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Sphoeroides Anonymous [Lacepède], 1798. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=126241 on 2021-11-12"
"NA NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IlSt_Charis shroderi,Charis shroderi,Charis shroderi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IlSt_Blenniidae,Blenniidae,Blenniidae,125519,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125519,Blenniidae,"Rafinesque, 1810",accepted,NA,140,Family,125519,Blenniidae,"Rafinesque, 1810",1517542,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Blenniidae Rafinesque, 1810. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125519 on 2021-11-12"
IlSt_Callionymidae,Callionymidae,Callionymidae,125522,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125522,Callionymidae,"Bonaparte, 1831",accepted,NA,140,Family,125522,Callionymidae,"Bonaparte, 1831",1517496,Animalia,Chordata,Actinopteri,Callionymiformes,Callionymidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Callionymidae Bonaparte, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125522 on 2021-11-12"
IlSt_Gobiidae,Gobiidae,Gobiidae,125537,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125537,Gobiidae,"Cuvier, 1816",accepted,NA,140,Family,125537,Gobiidae,"Cuvier, 1816",1517500,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Gobiidae Cuvier, 1816. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125537 on 2021-11-12"
IlSt_Rhinecanthus aculeatus,Rhinecanthus aculeatus,Rhinecanthus aculeatus,219890,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219890,Rhinecanthus aculeatus,"(Linnaeus, 1758)",accepted,NA,220,Species,219890,Rhinecanthus aculeatus,"(Linnaeus, 1758)",204275,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Rhinecanthus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Rhinecanthus aculeatus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219890 on 2021-11-12"
IlSt_Plectroglyphidodon,Plectroglyphidodon,Plectroglyphidodon,204335,http://www.marinespecies.org/aphia.php?p=taxdetails&id=204335,Plectroglyphidodon,"Fowler & Ball, 1924",accepted,NA,180,Genus,204335,Plectroglyphidodon,"Fowler & Ball, 1924",125553,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Plectroglyphidodon Fowler & Ball, 1924. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=204335 on 2021-11-12"
IlSt_Neopomacentrus,Neopomacentrus,Neopomacentrus,206462,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206462,Neopomacentrus,"Allen, 1975",accepted,NA,180,Genus,206462,Neopomacentrus,"Allen, 1975",125553,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Neopomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Neopomacentrus Allen, 1975. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=206462 on 2021-11-12"
IlSt_Abudefduf sexfasciatus,Abudefduf sexfasciatus,Abudefduf sexfasciatus,159289,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159289,Abudefduf sexfasciatus,"(Lacepède, 1801)",accepted,NA,220,Species,159289,Abudefduf sexfasciatus,"(Lacepède, 1801)",126044,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Abudefduf sexfasciatus (Lacepède, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159289 on 2021-11-12"
IlSt_Abudefduf vaigiensis,Abudefduf vaigiensis,Abudefduf vaigiensis,212879,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212879,Abudefduf vaigiensis,"(Quoy & Gaimard, 1825)",accepted,NA,220,Species,212879,Abudefduf vaigiensis,"(Quoy & Gaimard, 1825)",126044,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Abudefduf vaigiensis (Quoy & Gaimard, 1825). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212879 on 2021-11-12"
IlSt_Pomacentrus tripunctatus,Pomacentrus tripunctatus,Pomacentrus tripunctatus,212968,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212968,Pomacentrus tripunctatus,"Cuvier, 1830",accepted,NA,220,Species,212968,Pomacentrus tripunctatus,"Cuvier, 1830",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus tripunctatus Cuvier, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212968 on 2021-11-12"
IlSt_Dischistodus prosopotaenia,Dischistodus prosopotaenia,Dischistodus prosopotaenia,280564,http://www.marinespecies.org/aphia.php?p=taxdetails&id=280564,Dischistodus prosopotaenia,"(Bleeker, 1852)",accepted,NA,220,Species,280564,Dischistodus prosopotaenia,"(Bleeker, 1852)",269000,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Dischistodus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Dischistodus prosopotaenia (Bleeker, 1852). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=280564 on 2021-11-12"
IlSt_Neopomacentrus bankieri,Neopomacentrus bankieri,Neopomacentrus bankieri,278911,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278911,Neopomacentrus bankieri,"(Richardson, 1846)",accepted,NA,220,Species,278911,Neopomacentrus bankieri,"(Richardson, 1846)",206462,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Neopomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Neopomacentrus bankieri (Richardson, 1846). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=278911 on 2021-11-12"
IlSt_Pomacentrus chrysurus,Pomacentrus chrysurus,Pomacentrus chrysurus,212971,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212971,Pomacentrus chrysurus,"Cuvier, 1830",accepted,NA,220,Species,212971,Pomacentrus chrysurus,"Cuvier, 1830",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus chrysurus Cuvier, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212971 on 2021-11-12"
IlSt_Lethrinus harak,Lethrinus harak,Lethrinus harak,212063,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212063,Lethrinus harak,"(Forsskål, 1775)",accepted,NA,220,Species,212063,Lethrinus harak,"(Forsskål, 1775)",206059,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lethrinidae,Lethrinus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lethrinus harak (Forsskål, 1775). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212063 on 2021-11-12"
IlSt_Lethrinus variegatus,Lethrinus variegatus,Lethrinus variegatus,212076,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212076,Lethrinus variegatus,"Valenciennes, 1830",accepted,NA,220,Species,212076,Lethrinus variegatus,"Valenciennes, 1830",206059,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lethrinidae,Lethrinus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lethrinus variegatus Valenciennes, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212076 on 2021-11-12"
IlSt_Lethrinus obsoletus,Lethrinus obsoletus,Lethrinus obsoletus,212085,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212085,Lethrinus obsoletus,"(Forsskål, 1775)",accepted,NA,220,Species,212085,Lethrinus obsoletus,"(Forsskål, 1775)",206059,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lethrinidae,Lethrinus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lethrinus obsoletus (Forsskål, 1775). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212085 on 2021-11-12"
IlSt_Atherinidae,Atherinidae,Atherinidae,125438,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125438,Atherinidae,"Risso, 1827",accepted,NA,140,Family,125438,Atherinidae,"Risso, 1827",10318,Animalia,Chordata,Actinopteri,Atheriniformes,Atherinidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Atherinidae Risso, 1827. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125438 on 2021-11-12"
IlSt_Stethojulis strigiventer,Stethojulis strigiventer,Stethojulis strigiventer,219061,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219061,Stethojulis strigiventer,"(Bennett, 1833)",accepted,NA,220,Species,219061,Stethojulis strigiventer,"(Bennett, 1833)",204183,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Stethojulis,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Stethojulis strigiventer (Bennett, 1833). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219061 on 2021-11-12"
IlSt_Apogon cookii,Apogon cookii,Apogon cookii,159588,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159588,Apogon cookii,"MacLeay, 1881",unaccepted,NA,220,Species,712654,Ostorhinchus cookii,"(MacLeay, 1881)",125913,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon cookii MacLeay, 1881. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159588 on 2021-11-12"
IlSt_Apogonidae,Apogonidae,Apogonidae,125518,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518,Apogonidae,"Günther, 1859",accepted,NA,140,Family,125518,Apogonidae,"Günther, 1859",1517499,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogonidae Günther, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125518 on 2021-11-12"
IlSt_Foa brachygramma,Foa brachygramma,Foa brachygramma,209399,http://www.marinespecies.org/aphia.php?p=taxdetails&id=209399,Foa brachygramma,"(Jenkins, 1903)",accepted,NA,220,Species,209399,Foa brachygramma,"(Jenkins, 1903)",206869,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Foa,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Foa brachygramma (Jenkins, 1903). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=209399 on 2021-11-12"
IlSt_Canthigaster janthinoptera,Canthigaster janthinoptera,Canthigaster janthinoptera,219940,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219940,Canthigaster janthinoptera,"(Bleeker, 1855)",accepted,NA,220,Species,219940,Canthigaster janthinoptera,"(Bleeker, 1855)",126238,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Canthigaster janthinoptera (Bleeker, 1855). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219940 on 2021-11-12"
IlSt_Canthigaster bennetti,Canthigaster bennetti,Canthigaster bennetti,219938,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219938,Canthigaster bennetti,"(Bleeker, 1854)",accepted,NA,220,Species,219938,Canthigaster bennetti,"(Bleeker, 1854)",126238,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Canthigaster bennetti (Bleeker, 1854). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219938 on 2021-11-12"
IlSt_Scarus chameleon,Scarus chameleon,Scarus chameleon,276040,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276040,Scarus chameleon,"Choat & Randall, 1986",accepted,NA,220,Species,276040,Scarus chameleon,"Choat & Randall, 1986",159299,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Scarus chameleon Choat & Randall, 1986. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=276040 on 2021-11-12"
IlSt_Clupeidae,Clupeidae,Clupeidae,125464,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125464,Clupeidae,"Cuvier, 1816",accepted,NA,140,Family,125464,Clupeidae,"Cuvier, 1816",10297,Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Clupeidae Cuvier, 1816. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125464 on 2021-11-12"
IlSt_Scatophagidae,Scatophagidae,Scatophagidae,151427,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151427,Scatophagidae,"Gill, 1883",accepted,NA,140,Family,151427,Scatophagidae,"Gill, 1883",1517548,Animalia,Chordata,Actinopteri,Acanthuriformes,Scatophagidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Scatophagidae Gill, 1883. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151427 on 2021-11-12"
IlSt_Upeneus,Upeneus,Upeneus,126036,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126036,Upeneus,"Cuvier, 1829",accepted,NA,180,Genus,126036,Upeneus,"Cuvier, 1829",125547,Animalia,Chordata,Actinopteri,Mulliformes,Mullidae,Upeneus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Upeneus Cuvier, 1829. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=126036 on 2021-11-12"
IlSt_Pempheridae,Pempheridae,Pempheridae,151460,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151460,Pempheridae,"Bleeker, 1859",accepted,NA,140,Family,151460,Pempheridae,"Bleeker, 1859",1517567,Animalia,Chordata,Actinopteri,Acropomatiformes,Pempheridae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pempheridae Bleeker, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151460 on 2021-11-12"
IlSt_Gerreidae,Gerreidae,Gerreidae,151456,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151456,Gerreidae,"Bleeker, 1859",accepted,NA,140,Family,151456,Gerreidae,"Bleeker, 1859",1517577,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Gerreidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Gerreidae Bleeker, 1859. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151456 on 2021-11-12"
IlSt_Synodontidae,Synodontidae,Synodontidae,125449,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125449,Synodontidae,"Gill, 1861",accepted,NA,140,Family,125449,Synodontidae,"Gill, 1861",10308,Animalia,Chordata,Actinopteri,Aulopiformes,Synodontidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Synodontidae Gill, 1861. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125449 on 2021-11-12"
IlSt_Terapontidae,Terapontidae,Terapontidae,125568,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125568,Terapontidae,"Richardson, 1842",accepted,NA,140,Family,125568,Terapontidae,"Richardson, 1842",1517557,Animalia,Chordata,Actinopteri,Centrarchiformes,Terapontidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Terapontidae Richardson, 1842. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125568 on 2021-11-12"
IlSt_Idiosepius pygmaeus,Idiosepius pygmaeus,Idiosepius pygmaeus,342345,http://www.marinespecies.org/aphia.php?p=taxdetails&id=342345,Idiosepius pygmaeus,"Steenstrup, 1881",accepted,NA,220,Species,342345,Idiosepius pygmaeus,"Steenstrup, 1881",341434,Animalia,Mollusca,Cephalopoda,Idiosepida,Idiosepiidae,Idiosepius,"MolluscaBase eds. (2021). MolluscaBase. Idiosepius pygmaeus Steenstrup, 1881. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=342345 on 2021-11-12"
IlSt_Chelonodon patoca,Chelonodon patoca,Chelonodon patoca,219949,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219949,Chelonodon patoca,"(Hamilton, 1822)",accepted,NA,220,Species,219949,Chelonodon patoca,"(Hamilton, 1822)",204381,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Chelonodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chelonodon patoca (Hamilton, 1822). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219949 on 2021-11-12"
Stegastes fasciolatus,Stegastes fasciolatus,Stegastes fasciolatus,218850,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218850,Stegastes fasciolatus,"(Ogilby, 1889)",accepted,NA,220,Species,218850,Stegastes fasciolatus,"(Ogilby, 1889)",203822,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Stegastes fasciolatus (Ogilby, 1889). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218850 on 2021-11-12"
Gymnapogon,Gymnapogon,Gymnapogon,206221,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206221,Gymnapogon,"Regan, 1905",accepted,NA,180,Genus,206221,Gymnapogon,"Regan, 1905",826591,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Gymnapogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Gymnapogon Regan, 1905. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=206221 on 2021-11-12"
Chaetodon lunulatus,Chaetodon lunulatus,Chaetodon lunulatus,398549,http://www.marinespecies.org/aphia.php?p=taxdetails&id=398549,Chaetodon lunulatus,"Quoy & Gaimard, 1825",accepted,NA,220,Species,398549,Chaetodon lunulatus,"Quoy & Gaimard, 1825",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon lunulatus Quoy & Gaimard, 1825. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=398549 on 2021-11-12"
Grammistes sexlineatus,Grammistes sexlineatus,Grammistes sexlineatus,211864,http://www.marinespecies.org/aphia.php?p=taxdetails&id=211864,Grammistes sexlineatus,"(Thunberg, 1792)",accepted,NA,220,Species,211864,Grammistes sexlineatus,"(Thunberg, 1792)",205340,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Grammistes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Grammistes sexlineatus (Thunberg, 1792). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=211864 on 2021-11-12"
Dascyllus trimaculatus,Dascyllus trimaculatus,Dascyllus trimaculatus,212846,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212846,Dascyllus trimaculatus,"(Rüppell, 1829)",accepted,NA,220,Species,212846,Dascyllus trimaculatus,"(Rüppell, 1829)",205736,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Dascyllus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Dascyllus trimaculatus (Rüppell, 1829). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212846 on 2021-11-12"
Moringua,Moringua,Moringua,158577,http://www.marinespecies.org/aphia.php?p=taxdetails&id=158577,Moringua,"Gray, 1831",accepted,NA,180,Genus,158577,Moringua,"Gray, 1831",151813,Animalia,Chordata,Actinopteri,Anguilliformes,Moringuidae,Moringua,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Moringua Gray, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=158577 on 2021-11-12"
Muraeninae,Muraeninae,Muraeninae,151829,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151829,Muraeninae,"Rafinesque, 1815",accepted,NA,150,Subfamily,151829,Muraeninae,"Rafinesque, 1815",125431,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Muraeninae Rafinesque, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151829 on 2021-11-12"
unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conger,Conger,Conger,125624,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125624,Conger,"Bosc, 1817",accepted,NA,180,Genus,125624,Conger,"Bosc, 1817",151822,Animalia,Chordata,Actinopteri,Anguilliformes,Congridae,Conger,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Conger Bosc, 1817. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125624 on 2021-11-12"
Coris aygula,Coris aygula,Coris aygula,218957,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218957,Coris aygula,"Lacepède, 1801",accepted,NA,220,Species,218957,Coris aygula,"Lacepède, 1801",126019,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Coris aygula Lacepède, 1801. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218957 on 2021-11-12"
Halichoeres hortunalus,Halichoeres hortunalus,Halichoeres hortunalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres trimaculatus,Halichoeres trimaculatus,Halichoeres trimaculatus,275804,http://www.marinespecies.org/aphia.php?p=taxdetails&id=275804,Halichoeres trimaculatus,"(Quoy & Gaimard, 1834)",accepted,NA,220,Species,275804,Halichoeres trimaculatus,"(Quoy & Gaimard, 1834)",158813,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Halichoeres trimaculatus (Quoy & Gaimard, 1834). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=275804 on 2021-11-12"
Novaculichthys taeniourus,Novaculichthys taeniourus,Novaculichthys taeniourus,219035,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219035,Novaculichthys taeniourus,"(Lacepède, 1801)",accepted,NA,220,Species,219035,Novaculichthys taeniourus,"(Lacepède, 1801)",204252,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Novaculichthys,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Novaculichthys taeniourus (Lacepède, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219035 on 2021-11-12"
Thalassoma quinquevittatum,Thalassoma quinquevittatum,Thalassoma quinquevittatum,212211,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212211,Thalassoma quinquevittatum,"(Lay & Bennett, 1839)",accepted,NA,220,Species,212211,Thalassoma quinquevittatum,"(Lay & Bennett, 1839)",126024,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Thalassoma quinquevittatum (Lay & Bennett, 1839). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212211 on 2021-11-12"
Amblyglyphidodon curacao,Amblyglyphidodon curacao,Amblyglyphidodon curacao,277597,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277597,Amblyglyphidodon curacao,"(Bloch, 1787)",accepted,NA,220,Species,277597,Amblyglyphidodon curacao,"(Bloch, 1787)",204681,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Amblyglyphidodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Amblyglyphidodon curacao (Bloch, 1787). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277597 on 2021-11-12"
Gralto,Gramma loreto,Gramma loreto,280932,http://www.marinespecies.org/aphia.php?p=taxdetails&id=280932,Gramma loreto,"Poey, 1868",accepted,NA,220,Species,280932,Gramma loreto,"Poey, 1868",269262,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Grammatidae,Gramma,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Gramma loreto Poey, 1868. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=280932 on 2021-11-12"
Psfrid,Pseudochromis fridmani,Pseudochromis fridmani,218336,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218336,Pseudochromis fridmani,"Klausewitz, 1968",accepted,NA,220,Species,218336,Pseudochromis fridmani,"Klausewitz, 1968",205515,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,Pseudochromis,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pseudochromis fridmani Klausewitz, 1968. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218336 on 2021-11-12"
